Record number,Number of inquiries in the past three months,Age of the most recent inquiry,Number of derogatory public records,Age of the most recent derogatory public record,Bankruptcy on file,Subject’s age,Subject’s average income in last 5 years,Credit Score,Education,Number of bank accounts opened in last 5 years,Number of bank accounts closed in last 5 years,Marital_status,Gendre,Head of household,Housing  type
35460,2,2,5,4,TRUE,66,125,600,MS,6,1,Separated,Male,FALSE,Rental
35461,7,4,11,3,TRUE,56,49,500,PhD,6,2,Married,Male,FALSE,Rental
35462,1,2,5,3,FALSE,57,250,730,None,4,1,Divorced,Male,FALSE,Rental
35463,9,4,1,3,FALSE,30,250,760,HS,2,2,Married,Male,TRUE,Rental
35464,6,4,0,3,FALSE,30,310,850,HS,1,2,Married,Male,FALSE,Rental
35465,0,4,2,6,FALSE,77,125,850,MS,2,0,Single,Male,TRUE,Owner
35466,9,1,11,6,TRUE,63,125,850,HS,6,1,Separated,Female,TRUE,Owner
35467,5,15,0,6,FALSE,70,75,850,PhD,6,3,Separated,Female,TRUE,Owner
35468,2,7,5,6,TRUE,65,49,620,None,6,3,Widowed,Male,FALSE,Owner
35469,0,5,1,6,FALSE,60,175,850,HS,6,2,Single,Male,FALSE,Rental
35470,10,13,11,3,TRUE,35,49,660,PhD,4,3,Married,Male,FALSE,Rental
35471,8,13,1,4,TRUE,NaN,250,NaN,PhD,4,0,Widowed,Male,TRUE,Rental
35472,3,8,2,3,FALSE,56,75,850,None,3,2,Single,Male,TRUE,Rental
35473,7,6,5,6,TRUE,60,175,810,None,2,0,Divorced,Female,TRUE,Owner
35474,6,15,0,6,TRUE,40,175,850,None,3,1,Widowed,Female,TRUE,Owner
35475,7,10,0,4,TRUE,30,125,600,BS,5,3,Widowed,Female,TRUE,Owner
35476,9,13,11,1,TRUE,66,175,660,MS,3,2,Married,Male,TRUE,Owner
35477,4,10,11,1,FALSE,24,125,670,PhD,5,2,Married,Female,TRUE,Rental
35478,10,7,11,6,TRUE,63,75,850,BS,6,2,Married,Female,TRUE,Rental
35479,7,9,0,3,TRUE,22,175,500,PhD,2,0,Divorced,Female,TRUE,Rental
35480,0,1,0,4,FALSE,70,310,800,None,2,0,Divorced,Male,FALSE,Owner
35481,0,7,11,3,TRUE,NaN,125,760,HS,6,2,Separated,Female,TRUE,Owner
35482,6,5,2,6,FALSE,70,310,850,PhD,0,0,Separated,Female,FALSE,Rental
35483,0,5,5,4,TRUE,77,250,600,HS,1,0,Divorced,Male,TRUE,Rental
35484,1,3,5,1,TRUE,22,49,660,BS,3,0,Married,Male,TRUE,Owner
35485,2,15,0,6,TRUE,67,250,500,MS,2,0,Married,Female,FALSE,Owner
35486,3,9,0,6,TRUE,70,125,810,None,5,2,Married,Male,TRUE,Owner
35487,9,14,2,3,FALSE,50,125,660,BS,0,2,Single,Female,TRUE,Rental
35488,1,5,1,6,FALSE,NaN,310,620,None,6,0,Widowed,Male,FALSE,Owner
35489,5,10,11,1,FALSE,40,310,800,MS,0,1,Single,Female,FALSE,Rental
35490,2,1,0,1,TRUE,20,310,730,None,0,0,Single,Female,TRUE,Rental
35491,8,6,1,1,TRUE,37,49,670,MS,3,3,Widowed,Female,TRUE,Owner
35492,6,14,5,1,FALSE,44,310,800,BS,5,0,Married,Female,TRUE,Owner
35493,8,11,0,6,FALSE,48,49,730,HS,1,1,Married,Female,FALSE,Rental
35494,1,9,1,6,TRUE,65,75,810,BS,0,3,Single,Male,TRUE,Rental
35495,9,5,2,4,FALSE,50,75,660,BS,5,2,Married,Female,TRUE,Rental
35496,1,14,2,6,TRUE,22,310,500,MS,5,3,Divorced,Female,TRUE,Owner
35497,9,7,1,3,FALSE,22,250,810,None,6,1,Separated,Male,TRUE,Owner
35498,0,9,0,1,TRUE,65,175,800,None,2,1,Single,Female,FALSE,Rental
35499,9,13,11,4,TRUE,20,250,810,BS,3,1,Married,Male,FALSE,Owner
35500,6,5,11,6,FALSE,66,250,300,MS,5,1,Separated,Male,FALSE,Rental
35501,8,6,2,4,TRUE,50,49,620,HS,3,2,Single,Female,TRUE,Owner
35502,0,2,0,4,FALSE,66,49,670,None,6,3,Divorced,Female,TRUE,Owner
35503,6,5,11,6,FALSE,30,175,730,BS,6,3,Married,Female,TRUE,Owner
35504,1,9,11,3,TRUE,57,125,810,PhD,3,0,Single,Female,FALSE,Rental
35505,3,2,1,3,TRUE,37,75,660,BS,3,2,Separated,Female,TRUE,Owner
35506,0,12,2,4,FALSE,20,175,850,MS,2,1,Single,Male,TRUE,Rental
35507,8,9,5,3,TRUE,66,49,NaN,MS,2,0,Single,Male,FALSE,Owner
35508,3,2,0,1,FALSE,77,125,800,HS,3,3,Married,Female,TRUE,Rental
35509,7,9,5,3,TRUE,20,49,760,PhD,2,0,Divorced,Male,FALSE,Owner
35510,4,12,2,1,FALSE,20,310,760,HS,6,1,Widowed,Female,TRUE,Rental
35511,8,8,2,6,TRUE,63,250,760,BS,4,1,Married,Male,FALSE,Rental
35512,10,14,2,4,TRUE,77,75,760,None,6,1,Widowed,Female,FALSE,Owner
35513,5,8,1,4,TRUE,63,49,800,MS,1,0,Divorced,Male,FALSE,Owner
35514,0,3,0,3,FALSE,NaN,125,850,HS,3,2,Separated,Female,TRUE,Owner
35515,0,9,1,3,FALSE,30,310,600,None,2,1,Single,Female,FALSE,Owner
35516,0,9,11,6,TRUE,35,250,730,PhD,0,2,Divorced,Male,FALSE,Owner
35517,1,8,0,6,TRUE,48,310,850,MS,5,1,Separated,Female,TRUE,Rental
35518,3,11,1,3,TRUE,48,49,730,BS,2,2,Married,Female,TRUE,Rental
35519,4,13,2,1,FALSE,60,310,730,HS,5,0,Widowed,Male,TRUE,Rental
35520,3,7,0,4,FALSE,77,49,300,MS,3,2,Separated,Female,FALSE,Owner
35521,9,3,2,4,FALSE,22,75,810,BS,3,0,Divorced,Male,TRUE,Owner
35522,0,15,1,6,FALSE,65,310,810,None,4,1,Divorced,Male,FALSE,Rental
35523,2,3,5,1,TRUE,56,49,NaN,HS,5,2,Married,Female,FALSE,Rental
35524,3,9,5,4,FALSE,77,310,850,None,0,3,Single,Male,TRUE,Rental
35525,6,13,0,6,TRUE,65,310,850,None,6,3,Married,Male,FALSE,Rental
35526,1,10,11,3,TRUE,40,250,730,HS,6,0,Separated,Male,TRUE,Rental
35527,5,12,11,3,FALSE,65,125,660,BS,2,1,Separated,Female,TRUE,Owner
35528,2,6,1,1,TRUE,66,49,760,BS,6,0,Widowed,Male,TRUE,Rental
35529,5,8,0,1,FALSE,67,310,500,PhD,2,3,Separated,Male,TRUE,Owner
35530,8,7,0,1,FALSE,65,49,760,BS,5,3,Widowed,Male,FALSE,Rental
35531,7,12,5,6,TRUE,57,250,660,HS,1,1,Widowed,Male,FALSE,Owner
35532,6,3,0,6,FALSE,70,250,670,BS,3,0,Married,Female,FALSE,Rental
35533,10,1,2,1,TRUE,50,175,670,MS,3,2,Married,Female,TRUE,Rental
35534,8,13,2,3,TRUE,48,75,670,MS,6,0,Single,Female,FALSE,Owner
35535,10,9,1,6,FALSE,65,75,670,BS,0,3,Single,Male,TRUE,Owner
35536,1,3,2,1,TRUE,65,49,670,MS,1,1,Divorced,Male,FALSE,Owner
35537,1,13,1,3,TRUE,20,49,670,HS,0,0,Single,Male,TRUE,Rental
35538,8,8,5,1,TRUE,40,250,500,None,5,0,Divorced,Male,FALSE,Rental
35539,6,5,0,6,TRUE,37,310,730,None,1,0,Divorced,Female,FALSE,Rental
35540,9,11,5,6,TRUE,48,49,730,BS,2,2,Single,Female,TRUE,Rental
35541,5,14,2,1,TRUE,60,250,810,MS,3,0,Separated,Female,TRUE,Rental
35542,9,13,1,1,TRUE,20,310,660,None,5,0,Married,Male,TRUE,Owner
35543,3,3,11,3,TRUE,22,125,810,HS,5,1,Divorced,Female,TRUE,Rental
35544,9,1,11,6,FALSE,56,310,600,MS,1,0,Widowed,Male,TRUE,Rental
35545,1,14,11,1,FALSE,48,125,760,MS,5,1,Widowed,Female,FALSE,Owner
35546,6,13,5,6,FALSE,48,310,500,BS,2,0,Divorced,Female,TRUE,Rental
35547,10,12,0,6,TRUE,65,250,810,None,0,3,Widowed,Female,TRUE,Owner
35548,3,15,2,4,TRUE,66,125,500,BS,4,2,Married,Male,FALSE,Owner
35549,5,5,11,4,TRUE,65,250,810,MS,3,3,Married,Male,TRUE,Rental
35550,0,10,5,1,TRUE,65,75,850,BS,1,1,Separated,Female,TRUE,Rental
35551,10,15,5,4,FALSE,24,250,660,BS,5,0,Divorced,Female,TRUE,Rental
35552,10,15,0,3,FALSE,22,250,620,MS,1,2,Separated,Male,TRUE,Rental
35553,3,10,11,3,FALSE,63,310,500,MS,5,3,Single,Male,FALSE,Owner
35554,6,5,1,4,FALSE,48,125,620,None,4,2,Widowed,Male,FALSE,Rental
35555,7,7,5,4,TRUE,35,250,660,BS,5,0,Separated,Male,TRUE,Owner
35556,8,2,5,4,TRUE,65,250,300,None,0,2,Separated,Male,TRUE,Owner
35557,0,15,5,4,TRUE,20,175,300,HS,2,3,Widowed,Female,FALSE,Owner
35558,7,13,1,1,TRUE,77,49,800,PhD,1,0,Single,Female,TRUE,Owner
35559,5,14,5,3,TRUE,60,310,850,PhD,3,1,Divorced,Male,TRUE,Owner
35560,10,14,0,1,FALSE,63,75,730,None,3,1,Widowed,Female,TRUE,Rental
35561,7,1,11,3,FALSE,44,175,660,BS,2,2,Widowed,Male,FALSE,Rental
35562,10,6,1,6,FALSE,35,310,600,PhD,4,2,Divorced,Male,FALSE,Owner
35563,6,5,0,6,TRUE,48,310,500,BS,4,3,Divorced,Male,FALSE,Rental
35564,9,14,1,6,FALSE,56,125,670,PhD,3,3,Married,Female,FALSE,Rental
35565,7,5,11,6,TRUE,44,250,800,PhD,2,1,Divorced,Female,FALSE,Rental
35566,6,10,11,4,FALSE,50,175,500,None,6,1,Married,Male,TRUE,Owner
35567,1,7,0,3,TRUE,30,310,760,PhD,6,1,Single,Female,TRUE,Owner
35568,5,9,2,3,FALSE,67,310,670,PhD,5,2,Married,Male,TRUE,Owner
35569,0,1,11,4,FALSE,63,310,670,None,4,1,Separated,Male,FALSE,Rental
35570,7,10,5,6,FALSE,37,125,810,None,2,0,Widowed,Male,FALSE,Owner
35571,7,1,1,1,FALSE,NaN,125,660,None,1,0,Divorced,Male,TRUE,Rental
35572,10,7,5,3,TRUE,NaN,75,730,HS,5,2,Married,Male,TRUE,Rental
35573,0,10,2,3,FALSE,63,175,850,BS,4,0,Divorced,Female,FALSE,Owner
35574,10,6,0,3,FALSE,50,49,600,BS,1,1,Separated,Female,TRUE,Owner
35575,0,11,0,3,TRUE,56,175,500,MS,3,2,Separated,Male,TRUE,Rental
35576,8,10,5,3,FALSE,65,49,670,BS,1,3,Single,Female,TRUE,Owner
35577,7,15,11,6,FALSE,44,175,800,MS,3,1,Separated,Female,FALSE,Rental
35578,7,5,11,3,TRUE,65,125,850,BS,6,2,Married,Female,TRUE,Rental
35579,9,5,1,3,TRUE,56,75,800,PhD,4,0,Separated,Female,FALSE,Rental
35580,7,8,11,3,TRUE,40,250,760,None,1,2,Separated,Male,FALSE,Owner
35581,3,6,5,1,TRUE,44,175,300,MS,0,3,Married,Male,FALSE,Rental
35582,1,10,1,1,FALSE,67,49,500,None,4,3,Married,Male,TRUE,Rental
35583,2,2,5,3,FALSE,50,310,760,None,4,0,Married,Male,FALSE,Owner
35584,10,4,5,4,TRUE,57,49,730,PhD,3,0,Single,Female,FALSE,Owner
35585,8,3,5,6,TRUE,20,49,800,MS,5,1,Widowed,Male,FALSE,Owner
35586,1,11,0,3,FALSE,70,250,660,None,3,0,Divorced,Male,TRUE,Rental
35587,3,11,1,4,TRUE,44,250,800,BS,0,3,Single,Male,TRUE,Owner
35588,10,14,5,4,FALSE,20,75,620,MS,4,2,Widowed,Female,TRUE,Owner
35589,9,11,5,6,TRUE,22,310,800,PhD,1,3,Separated,Male,FALSE,Rental
35590,10,5,11,4,TRUE,66,75,670,BS,6,1,Divorced,Female,FALSE,Rental
35591,5,12,2,3,TRUE,22,49,800,BS,6,1,Separated,Female,FALSE,Owner
35592,6,3,1,4,TRUE,NaN,125,800,BS,0,2,Married,Female,TRUE,Owner
35593,8,5,0,3,TRUE,37,310,850,HS,0,1,Separated,Female,FALSE,Owner
35594,4,3,2,1,TRUE,35,250,620,MS,4,2,Married,Female,FALSE,Rental
35595,10,2,1,1,TRUE,40,310,300,PhD,4,1,Separated,Female,TRUE,Owner
35596,4,1,0,4,TRUE,44,175,670,None,5,2,Widowed,Male,TRUE,Owner
35597,8,14,2,6,FALSE,77,125,500,None,3,2,Single,Male,TRUE,Rental
35598,0,5,5,6,FALSE,66,49,760,PhD,2,2,Separated,Female,FALSE,Owner
35599,6,15,5,6,TRUE,56,49,850,MS,6,2,Widowed,Female,FALSE,Rental
35600,9,8,1,6,TRUE,57,49,730,MS,4,1,Divorced,Male,FALSE,Rental
35601,3,8,2,1,FALSE,37,250,NaN,BS,5,3,Married,Female,FALSE,Rental
35602,7,15,11,6,FALSE,NaN,310,810,HS,6,0,Separated,Female,TRUE,Owner
35603,8,10,0,1,FALSE,60,75,300,MS,5,1,Separated,Female,FALSE,Rental
35604,6,15,11,6,FALSE,30,125,500,BS,3,2,Separated,Male,TRUE,Owner
35605,2,3,2,3,FALSE,66,175,800,None,2,1,Widowed,Female,FALSE,Owner
35606,6,5,5,3,TRUE,50,75,670,BS,0,3,Divorced,Female,FALSE,Rental
35607,7,7,5,6,FALSE,35,75,670,None,4,2,Separated,Female,FALSE,Rental
35608,7,1,5,3,FALSE,70,49,810,PhD,6,3,Separated,Male,FALSE,Owner
35609,3,12,0,1,FALSE,65,310,810,BS,2,0,Widowed,Female,FALSE,Owner
35610,1,15,1,6,TRUE,57,250,620,MS,6,3,Divorced,Male,FALSE,Rental
35611,7,13,1,6,TRUE,44,75,800,HS,6,2,Widowed,Male,FALSE,Rental
35612,1,5,1,1,TRUE,30,175,600,None,2,2,Widowed,Male,FALSE,Rental
35613,3,3,2,4,FALSE,50,49,620,None,4,2,Married,Male,TRUE,Rental
35614,4,7,2,1,FALSE,60,125,850,BS,2,3,Widowed,Male,FALSE,Owner
35615,7,2,2,6,FALSE,57,75,620,BS,6,3,Divorced,Male,TRUE,Owner
35616,3,9,1,4,TRUE,24,75,NaN,MS,2,2,Widowed,Male,FALSE,Rental
35617,6,2,5,1,FALSE,30,75,670,None,3,1,Separated,Female,FALSE,Rental
35618,0,6,2,6,TRUE,30,175,670,None,0,3,Separated,Female,TRUE,Owner
35619,9,13,2,4,TRUE,40,75,300,PhD,1,2,Married,Male,FALSE,Owner
35620,9,1,5,1,TRUE,40,175,620,HS,0,2,Widowed,Male,TRUE,Owner
35621,6,1,11,4,TRUE,66,250,NaN,BS,1,0,Divorced,Female,TRUE,Rental
35622,9,15,5,1,FALSE,66,125,730,PhD,3,3,Married,Male,TRUE,Owner
35623,0,1,5,3,TRUE,37,175,810,HS,6,1,Single,Male,TRUE,Rental
35624,5,7,2,3,TRUE,56,175,620,None,5,3,Divorced,Female,TRUE,Rental
35625,0,15,5,1,TRUE,77,125,NaN,None,6,2,Separated,Male,FALSE,Rental
35626,7,11,0,4,TRUE,65,310,500,BS,2,0,Divorced,Female,FALSE,Owner
35627,4,4,11,3,FALSE,30,125,620,BS,6,3,Single,Female,TRUE,Owner
35628,4,9,2,6,FALSE,22,49,810,BS,3,3,Widowed,Female,FALSE,Owner
35629,4,11,0,6,TRUE,22,175,600,MS,1,0,Widowed,Female,TRUE,Owner
35630,3,13,1,6,TRUE,67,49,810,PhD,5,3,Divorced,Female,FALSE,Owner
35631,2,9,0,6,FALSE,70,49,810,PhD,2,3,Widowed,Male,FALSE,Owner
35632,8,12,1,6,TRUE,24,75,620,PhD,6,1,Divorced,Male,FALSE,Rental
35633,5,8,11,4,TRUE,77,250,660,HS,6,2,Separated,Male,TRUE,Owner
35634,10,15,1,3,FALSE,60,310,730,PhD,3,1,Married,Male,FALSE,Owner
35635,3,2,2,1,FALSE,48,125,760,None,5,2,Separated,Female,TRUE,Owner
35636,6,1,2,6,FALSE,35,175,NaN,None,1,1,Widowed,Male,TRUE,Owner
35637,3,14,5,4,TRUE,77,250,670,MS,6,1,Separated,Male,TRUE,Owner
35638,9,7,5,4,TRUE,40,310,760,PhD,1,1,Divorced,Male,TRUE,Owner
35639,3,3,0,6,TRUE,37,75,670,BS,2,1,Married,Female,FALSE,Owner
35640,6,6,11,6,TRUE,NaN,250,810,HS,5,3,Married,Male,TRUE,Rental
35641,4,11,2,3,FALSE,70,310,850,None,0,2,Widowed,Male,FALSE,Owner
35642,0,6,11,4,TRUE,30,49,660,BS,1,3,Single,Male,FALSE,Owner
35643,1,4,1,3,TRUE,24,75,800,None,2,2,Single,Male,FALSE,Owner
35644,10,6,0,6,FALSE,70,175,620,MS,2,2,Widowed,Female,TRUE,Owner
35645,5,6,1,4,FALSE,56,175,670,HS,1,2,Married,Female,FALSE,Rental
35646,2,13,11,3,TRUE,24,250,500,MS,0,1,Separated,Female,TRUE,Owner
35647,7,8,11,4,FALSE,77,75,600,PhD,2,0,Widowed,Female,FALSE,Rental
35648,8,8,1,3,FALSE,30,310,800,HS,2,3,Single,Male,TRUE,Owner
35649,1,7,11,1,TRUE,30,310,NaN,BS,0,2,Divorced,Male,FALSE,Rental
35650,2,3,2,3,FALSE,66,310,300,BS,1,0,Widowed,Male,FALSE,Owner
35651,2,14,2,4,TRUE,63,75,760,None,2,0,Single,Male,TRUE,Owner
35652,0,15,1,4,TRUE,77,125,800,PhD,1,1,Married,Female,FALSE,Owner
35653,5,12,2,3,TRUE,67,310,300,PhD,1,0,Divorced,Male,TRUE,Owner
35654,0,1,2,1,FALSE,24,75,800,HS,5,1,Separated,Male,TRUE,Owner
35655,4,6,2,4,TRUE,37,175,500,MS,4,2,Married,Female,TRUE,Rental
35656,4,11,5,1,TRUE,57,49,810,MS,4,1,Single,Male,FALSE,Owner
35657,1,1,11,6,TRUE,40,175,300,HS,6,2,Single,Female,TRUE,Owner
35658,10,14,11,6,TRUE,56,49,850,PhD,3,3,Separated,Male,TRUE,Owner
35659,8,11,0,4,FALSE,67,310,810,MS,2,0,Divorced,Male,TRUE,Owner
35660,2,5,0,4,FALSE,67,175,660,None,4,1,Widowed,Female,FALSE,Owner
35661,5,5,0,6,TRUE,30,175,NaN,BS,5,0,Divorced,Male,TRUE,Rental
35662,1,5,5,1,TRUE,48,49,850,PhD,2,0,Separated,Female,FALSE,Rental
35663,3,10,5,3,FALSE,48,250,620,None,2,1,Widowed,Female,TRUE,Rental
35664,4,8,1,6,FALSE,NaN,250,620,PhD,4,2,Married,Female,TRUE,Owner
35665,9,6,5,1,FALSE,60,310,760,BS,4,1,Single,Male,FALSE,Rental
35666,6,1,1,1,FALSE,30,175,300,BS,4,0,Married,Female,TRUE,Rental
35667,2,13,5,1,TRUE,77,75,620,MS,4,1,Separated,Male,TRUE,Rental
35668,6,1,0,6,FALSE,67,49,600,BS,5,1,Separated,Female,FALSE,Rental
35669,8,12,1,4,FALSE,48,310,620,None,3,2,Separated,Female,TRUE,Rental
35670,5,1,0,1,FALSE,65,250,600,PhD,0,2,Widowed,Female,FALSE,Rental
35671,10,4,2,4,TRUE,63,75,NaN,BS,3,3,Widowed,Female,TRUE,Rental
35672,4,2,0,6,FALSE,65,49,810,PhD,2,1,Married,Female,TRUE,Rental
35673,1,12,1,3,FALSE,44,75,500,HS,0,3,Divorced,Female,TRUE,Rental
35674,9,2,1,4,TRUE,56,175,730,None,2,2,Married,Male,TRUE,Rental
35675,0,10,2,4,FALSE,66,125,730,None,1,0,Divorced,Female,FALSE,Owner
35676,6,14,11,3,TRUE,35,175,600,BS,5,1,Single,Female,TRUE,Owner
35677,4,11,2,3,FALSE,67,75,730,BS,2,2,Separated,Male,FALSE,Rental
35678,8,10,5,1,TRUE,37,49,810,BS,2,1,Separated,Male,FALSE,Owner
35679,2,15,0,3,FALSE,40,125,NaN,PhD,4,2,Widowed,Male,FALSE,Rental
35680,5,15,1,6,TRUE,40,175,670,HS,3,1,Widowed,Male,TRUE,Owner
35681,4,8,5,4,TRUE,20,49,850,PhD,3,1,Separated,Male,FALSE,Owner
35682,8,9,5,1,FALSE,56,175,500,HS,1,2,Single,Male,FALSE,Rental
35683,5,10,1,1,FALSE,20,75,NaN,PhD,6,2,Single,Male,TRUE,Owner
35684,10,15,2,4,TRUE,56,250,760,None,0,1,Single,Male,FALSE,Owner
35685,4,6,5,3,FALSE,67,75,500,HS,0,2,Single,Male,TRUE,Rental
35686,1,5,5,6,FALSE,20,175,730,BS,6,0,Widowed,Female,TRUE,Rental
35687,7,2,5,3,FALSE,77,49,760,BS,4,2,Divorced,Female,FALSE,Owner
35688,5,5,11,1,TRUE,60,49,810,None,2,1,Separated,Female,TRUE,Rental
35689,2,14,11,3,TRUE,57,250,800,MS,4,0,Divorced,Female,TRUE,Owner
35690,2,3,0,1,FALSE,48,125,670,None,6,0,Widowed,Female,TRUE,Owner
35691,9,13,0,3,FALSE,35,49,800,PhD,4,2,Widowed,Male,FALSE,Owner
35692,10,4,5,4,TRUE,60,250,760,None,4,1,Married,Female,TRUE,Rental
35693,3,6,0,4,FALSE,48,75,760,PhD,6,3,Widowed,Male,FALSE,Owner
35694,10,13,0,1,FALSE,60,250,620,BS,1,2,Married,Female,FALSE,Owner
35695,1,2,0,4,TRUE,20,250,300,MS,2,2,Widowed,Female,TRUE,Rental
35696,10,4,11,1,FALSE,40,175,660,MS,3,0,Widowed,Male,FALSE,Owner
35697,6,4,0,3,TRUE,56,125,810,BS,6,0,Separated,Male,FALSE,Owner
35698,9,14,1,4,TRUE,44,125,810,PhD,1,3,Separated,Male,FALSE,Rental
35699,0,2,2,6,TRUE,67,310,810,MS,1,0,Separated,Female,FALSE,Rental
35700,6,8,5,1,TRUE,57,175,620,None,0,3,Separated,Female,TRUE,Owner
35701,9,4,5,1,FALSE,60,75,600,MS,5,0,Single,Male,TRUE,Owner
35702,2,9,0,6,FALSE,22,49,670,PhD,4,3,Single,Female,TRUE,Owner
35703,3,9,2,1,FALSE,67,175,670,PhD,5,2,Single,Female,FALSE,Rental
35704,3,14,11,3,TRUE,44,175,800,HS,0,0,Single,Male,TRUE,Rental
35705,7,5,2,3,FALSE,35,250,800,HS,2,1,Married,Female,TRUE,Owner
35706,5,8,5,3,TRUE,40,175,730,PhD,3,2,Separated,Male,TRUE,Owner
35707,6,1,1,1,FALSE,50,175,670,BS,4,0,Separated,Male,TRUE,Rental
35708,3,10,0,6,TRUE,35,175,670,BS,1,1,Widowed,Female,FALSE,Owner
35709,9,4,2,4,FALSE,24,175,300,HS,6,0,Single,Male,FALSE,Owner
35710,4,11,2,4,FALSE,66,49,NaN,MS,3,0,Married,Female,FALSE,Owner
35711,6,5,5,6,TRUE,70,49,NaN,HS,2,1,Widowed,Male,FALSE,Rental
35712,4,1,0,3,TRUE,20,175,300,BS,2,2,Widowed,Male,FALSE,Rental
35713,2,5,11,1,FALSE,35,250,730,HS,0,0,Married,Male,TRUE,Owner
35714,6,10,5,1,TRUE,44,125,800,None,1,3,Separated,Female,TRUE,Owner
35715,4,13,0,6,TRUE,40,250,NaN,HS,1,1,Divorced,Female,FALSE,Owner
35716,8,13,11,4,TRUE,NaN,125,810,MS,6,0,Married,Female,TRUE,Owner
35717,4,3,0,3,FALSE,48,175,670,BS,5,0,Single,Female,TRUE,Rental
35718,6,4,0,3,FALSE,70,75,600,MS,3,3,Single,Male,FALSE,Owner
35719,2,3,11,6,TRUE,40,250,800,MS,6,2,Widowed,Female,FALSE,Owner
35720,3,1,5,6,FALSE,40,125,760,PhD,6,3,Married,Male,FALSE,Owner
35721,10,2,1,4,TRUE,NaN,175,800,PhD,3,1,Single,Female,TRUE,Rental
35722,10,9,11,3,FALSE,40,125,600,HS,3,1,Widowed,Male,FALSE,Rental
35723,4,14,1,1,TRUE,63,175,760,BS,1,0,Separated,Male,TRUE,Rental
35724,3,7,2,4,FALSE,24,250,500,MS,4,1,Married,Male,TRUE,Owner
35725,2,11,1,6,FALSE,60,125,670,None,4,1,Divorced,Female,FALSE,Owner
35726,10,5,2,1,FALSE,44,75,660,MS,0,0,Divorced,Female,FALSE,Rental
35727,8,8,2,3,TRUE,44,75,800,BS,6,0,Widowed,Male,FALSE,Owner
35728,0,2,0,4,TRUE,56,310,620,None,4,2,Married,Male,FALSE,Rental
35729,3,6,2,4,TRUE,20,175,500,PhD,1,2,Separated,Male,FALSE,Owner
35730,2,5,1,3,FALSE,63,175,NaN,PhD,4,1,Single,Male,FALSE,Owner
35731,9,2,5,3,FALSE,56,49,620,PhD,3,1,Married,Male,TRUE,Owner
35732,7,1,0,1,FALSE,66,75,810,PhD,3,3,Separated,Female,FALSE,Rental
35733,3,1,0,6,FALSE,48,49,850,BS,3,3,Married,Female,TRUE,Rental
35734,1,7,1,1,TRUE,56,250,810,HS,0,2,Single,Female,FALSE,Rental
35735,9,2,2,6,TRUE,50,125,730,PhD,4,2,Widowed,Female,FALSE,Rental
35736,1,3,2,1,TRUE,NaN,175,NaN,None,5,2,Divorced,Male,FALSE,Owner
35737,2,9,11,4,TRUE,65,175,300,PhD,4,2,Separated,Male,TRUE,Rental
35738,8,10,1,3,TRUE,22,75,760,PhD,2,0,Married,Female,FALSE,Rental
35739,1,13,0,6,TRUE,56,49,810,PhD,4,1,Divorced,Male,FALSE,Owner
35740,5,8,1,6,TRUE,67,49,620,MS,4,0,Widowed,Male,TRUE,Owner
35741,1,3,5,4,TRUE,24,250,730,MS,4,2,Married,Male,FALSE,Rental
35742,1,12,5,6,FALSE,20,310,670,BS,0,3,Single,Female,FALSE,Owner
35743,3,10,5,1,TRUE,20,125,850,PhD,6,2,Divorced,Female,FALSE,Owner
35744,7,9,2,4,FALSE,63,175,500,MS,6,0,Separated,Female,FALSE,Rental
35745,3,15,0,1,FALSE,77,75,600,HS,3,3,Divorced,Male,FALSE,Rental
35746,0,14,5,4,FALSE,63,49,NaN,MS,3,0,Divorced,Female,FALSE,Rental
35747,2,15,11,4,FALSE,37,310,500,BS,6,1,Separated,Female,TRUE,Rental
35748,0,12,2,4,FALSE,63,175,850,MS,6,1,Married,Male,TRUE,Rental
35749,2,5,2,6,FALSE,70,125,660,BS,5,1,Single,Male,TRUE,Owner
35750,10,5,2,4,TRUE,57,250,730,HS,0,2,Married,Male,TRUE,Owner
35751,4,7,1,1,FALSE,NaN,250,810,HS,4,3,Divorced,Female,TRUE,Rental
35752,3,14,11,6,FALSE,40,250,300,PhD,5,1,Married,Male,TRUE,Owner
35753,3,6,0,6,FALSE,60,250,760,HS,0,1,Widowed,Male,FALSE,Rental
35754,9,1,2,3,TRUE,35,125,660,MS,6,2,Married,Male,TRUE,Rental
35755,0,8,2,4,FALSE,77,75,500,HS,3,1,Separated,Female,FALSE,Rental
35756,7,5,11,3,TRUE,57,75,500,PhD,6,1,Divorced,Male,FALSE,Owner
35757,7,1,1,1,TRUE,37,75,670,None,3,3,Single,Male,FALSE,Rental
35758,1,1,11,3,TRUE,20,125,810,MS,2,1,Divorced,Female,TRUE,Rental
35759,7,11,1,4,FALSE,24,49,760,None,3,3,Separated,Male,TRUE,Rental
35760,2,2,5,6,TRUE,56,175,500,MS,3,1,Single,Female,TRUE,Rental
35761,2,15,1,1,FALSE,48,310,300,HS,2,0,Married,Female,TRUE,Owner
35762,6,10,5,1,TRUE,40,75,670,MS,0,1,Separated,Male,TRUE,Owner
35763,1,10,11,4,FALSE,70,175,620,HS,1,2,Divorced,Female,FALSE,Owner
35764,1,9,5,3,FALSE,66,250,760,HS,6,1,Widowed,Female,TRUE,Rental
35765,1,7,2,3,TRUE,50,125,810,HS,6,3,Separated,Female,TRUE,Rental
